idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
CN81_E1_16.94_8.95,1.9638257,-0.892693,0.7055583,0.38334563,-0.8269176,0.40088183,-0.28582826,0.12494158,-0.13221678,-0.097285636,0.15049139,-0.2146923,-0.2540969,-0.0821303,-0.05302881,0.11823231,-0.045357984,0.013132898,0.055735596,0.2152403,-0.113063276,0.13099223,-0.15004493,-0.20472792,-0.087949365,0.105686784,0.02794496,0.07813804,0.1637342,-0.10085125,0.11381424,-0.14182371,-0.09395324,0.0056175925,0.009721871,-0.07477888,0.033944122,0.040146966,0.061918616,0.102403544,0.014055192,0.009423679,-0.072033435,-0.04831007,0.04424967,-0.075995594,0.0147298835,-0.01503019,0.090762936,0.11812887
CN81_E1_27.95_28.92,2.352947,-0.5245446,-0.46152967,0.22377533,0.2213655,0.13772708,0.029056776,0.059758518,-0.18340571,-0.0572265,-0.17029405,-0.043630622,0.15722623,0.028349675,-0.109270215,-0.17403266,-0.22041972,0.035862412,0.07782257,-0.0127956495,-0.13485305,0.004193788,0.00020178407,0.07123256,-0.038477167,-0.03099988,-0.118342236,0.0995896,0.057533674,-0.00083880266,-0.029441025,-0.150792,0.007533109,0.0072058896,-0.07950849,0.041386925,-0.08572462,-0.032695394,-0.01827671,-0.0036519486,-0.015747579,0.030413624,-0.0726299,0.08812867,-0.0048939325,-0.0063947216,-0.05527577,0.06852299,0.021691922,-0.1097813
CN81_E1_25.97_29.9,-0.3724637,-0.100218095,1.2149295,-0.31564558,-0.5961354,-0.36267447,0.21568632,-0.015253214,-0.0023662583,0.06438494,0.09713698,0.15365319,-0.113513194,0.05357629,-0.0009445376,-0.04904156,-0.120841675,0.111806765,-0.056132846,0.21576582,0.1184784,-0.022053573,0.1429251,-0.06053351,0.03633128,-0.08424908,0.07495777,0.039574213,0.036185335,-0.038436618,-0.020331174,-0.08471267,0.0088755125,-0.009875511,-0.01569375,0.02445148,0.033547737,-0.14156498,0.058266155,0.002082706,0.025068462,-0.012669925,-0.014236515,-0.035320513,0.007805081,-0.069123626,-0.003132387,0.029163662,-0.019748362,0.02852944
CN81_E1_13.98_10.91,-2.1857827,0.019760218,-0.5999115,0.5276714,0.061612077,-0.18960004,-0.031447396,0.007764429,-0.07872812,-0.13464968,-0.000943847,0.0060520545,-0.15259415,-0.07474244,0.029838663,-0.044531185,0.012541666,0.09132996,-0.04721346,0.015862405,0.0655132,0.06635243,0.00661546,-0.024581514,-0.0062218644,0.056158498,0.06179743,0.026533075,0.023650855,-0.0394238,-0.06807144,0.049292803,0.03650989,-0.018298496,0.0077070985,-0.008146993,-0.03075914,0.008938951,-0.012482952,-0.013587756,-0.012204313,-5.3916126e-05,0.018540379,-0.01443997,0.025476262,-0.029121334,-0.017471459,0.023391724,0.02110968,-0.020749649
CN81_E1_11.04_29.89,1.5488594,-0.4492118,0.81829584,0.09861156,-0.94288015,0.18005662,-0.1989708,-0.09658728,-0.26565847,-0.20325094,-0.031530045,-0.005198676,-0.01056318,-0.23235433,-0.04863616,-0.09764225,0.062351692,0.05155291,0.08069085,0.003369784,-0.10939779,-0.039413244,-0.06822549,-0.1390179,0.07762575,0.03220653,0.015513044,0.03296649,0.076892614,0.013217462,0.012930045,-0.0045663123,0.025624929,-0.089066654,-0.047956288,-0.027581919,0.041675407,0.049992844,0.12717843,0.008990403,0.08341916,0.03408764,0.03447712,-0.023393,0.061694704,-0.11897205,-0.048967473,-0.024098076,-0.013990363,-0.03109561
CN81_E1_28.93_27.86,2.477018,-0.49750778,-0.015716307,0.1597025,0.3752842,0.10993165,0.3589937,-0.27953637,-0.37533867,-0.28022793,-0.10801628,0.06174311,0.13220522,-0.08019913,-0.22673652,0.122889444,-0.10987461,-0.12235203,-0.022652827,0.15958789,-0.004960196,-0.1205993,0.018965699,0.019338937,0.03982256,0.015215033,-0.018016472,0.093034595,-0.08075233,0.0016602565,-0.07873054,0.014394297,-0.08182713,0.0050414,-0.027960435,-0.042720877,0.032964446,0.11071193,-0.07020666,0.071491964,0.09852322,0.020043194,-0.043583266,-0.025058888,-0.021109004,0.029925682,-0.14403848,0.023751592,0.08235907,0.020547748
CN81_E1_26.97_27.89,1.7952445,-0.53277767,-0.45418388,0.10862113,-0.21630505,0.17431502,-0.2003634,0.00075702555,0.052785996,0.22218704,0.0809793,-0.10954858,-0.14788474,0.01501048,-0.21044903,0.11079664,-0.046436485,-0.20906559,-0.09915863,-0.15634455,0.12196808,-0.026499191,-0.10164096,0.017897623,0.0038193092,-0.019142697,-0.04113207,-0.011540342,0.0091553945,0.03674432,-0.0772311,-0.0013380181,-0.015186581,-0.07221352,-0.013354842,-0.015089787,0.044171408,0.0491513,0.03605469,0.07650253,0.022215974,0.008432865,-0.010846147,0.03899968,0.034440715,-0.08571935,0.021522192,0.045005962,-0.108607195,-0.058664255
CN81_E1_9.94_8.97,1.041816,-0.1292752,-0.016347371,-0.47456002,-0.028719287,-0.29480833,-0.07441284,0.14788051,-0.2622727,-0.28481957,-0.0022872388,0.052794803,-0.07047758,-0.056956343,-0.13374038,-0.053300153,0.03997632,0.18974853,0.015004593,-0.07058051,-0.14548662,-0.019140797,0.025011946,-0.12862346,-0.08303243,0.089537725,-0.14381729,-0.06766921,-0.06008105,0.036924347,0.049662896,0.029621752,0.2255988,-0.03804674,0.02421142,-0.021668391,0.039292436,0.060471926,-0.0023074625,-0.037116803,0.008637849,0.053206235,0.026673317,-0.049179636,0.0072597936,0.03187855,0.06137581,0.022387315,-0.055609714,0.04915775
CN81_E1_17.97_7.92,-2.1226404,-0.04032343,-0.73735034,0.5514968,0.0705048,-0.059837516,-0.18352444,0.038909532,0.08503604,0.020901032,0.1926631,-0.10658368,-0.109457076,0.16808712,0.025404599,0.024323791,0.05985418,0.031967487,-0.110151775,0.033983286,0.15844458,0.12685242,-0.042321846,0.07454118,-0.0034946278,-0.06304527,-0.021122925,0.04940096,0.027209187,-0.12226461,-0.021823019,0.08457251,0.06425534,-0.08661786,0.038471118,-0.005523078,-0.010334726,-0.0017919657,-0.07594496,0.0025458802,0.019443817,0.035770044,0.042253606,-0.016338365,0.007608185,-0.039863102,-0.0153652765,0.013560366,0.024262499,0.0014922172
CN81_E1_15.96_9.89,-1.7038702,0.05222693,0.02429461,0.29743758,0.18363671,-0.39755765,0.15499601,0.38322675,-0.0003900975,-0.3698858,0.04579784,0.080262706,0.1629045,-0.06286106,-0.104757175,0.2150679,0.052682884,0.15419142,-0.05052061,-0.117926404,0.19028397,0.062613346,0.13915947,-0.11932257,-0.22727141,0.078265995,-0.029400315,-0.14095505,-0.035513595,-0.008422891,0.06962287,-0.07850319,0.0598393,-0.054991584,-0.0751055,-0.14173622,-0.04191847,-0.038234945,-0.019448662,0.0037440956,-0.10156222,-0.058449082,0.08245605,0.012042605,-0.08812956,0.009887639,-0.04169844,-0.03240466,-0.03635693,0.008284058
CN81_E1_15_6,0.98966193,-0.42851526,-0.38473788,-0.25733143,0.042581268,0.012865653,-0.13152014,0.08915955,-0.2567758,-0.0101080835,0.09247553,0.04637626,-0.17075644,-0.014078214,-0.06040261,-0.22891293,-0.08678434,-0.076447815,-0.17255698,-0.0012634564,-0.023801053,0.035344686,0.06344812,-0.040377617,-0.061084244,0.014854341,-0.0323219,-0.012202241,0.08639486,-0.060730264,-0.04248533,0.02451627,-0.07471838,-0.0057526403,-0.030839218,-0.04748517,-0.013131021,0.011127682,0.09901418,0.10588686,-0.057012487,-0.004010273,0.008355275,-0.027664814,-0.050977815,0.016891629,-0.020269752,-0.013922652,-0.020476822,0.065213986
CN81_E1_12.03_29.99,1.259056,-0.44139734,-0.057589132,-0.21107084,0.028465856,0.041766524,-0.55127376,-0.29999873,-0.06688405,0.2589188,0.28479135,-0.120095275,-0.014005784,-0.06010239,-0.045951653,-0.026831947,0.109766886,0.059017714,0.0012920909,-0.0915502,-0.11565907,-0.07534156,0.08555253,-0.08907483,-0.05167549,-0.01337342,0.053581007,-0.042068884,-0.15102704,-0.009792092,-0.045202132,0.05171314,0.045502156,-0.0020073857,-0.05271832,0.025718302,-0.08168219,0.034500856,0.07547469,0.061097737,0.027135901,0.024547316,0.026390087,-0.031747065,0.061576888,-0.082653776,-0.03991191,-0.022359408,-0.082187094,0.052229375
