,0,1,2,3,4
Sepw1,0.027354486,-0.0017351875,-0.01588022,-0.006883957,-0.0009736224
S100a1,-0.00073504145,-0.014363579,-0.042645782,-0.026567483,-0.011582853
Usmg5,0.011006505,0.013143659,-0.024503471,-0.025104018,0.005934692
Rnf13,0.009291858,0.01488872,-0.031801503,-0.021947984,-0.008154813
Rpl18,0.027309516,0.0035253523,-0.0038059964,-0.020842336,0.0012723209
Slc22a17,0.014069616,0.0024650316,-0.021854997,-0.035581004,-0.023118012
Rpsa,0.020616198,-0.0010174535,0.0030195208,-0.03053597,0.024017103
Fa2h,0.012691597,-0.005285213,-0.01563395,-0.038367398,-0.010976692
Gm11808,0.017776767,-0.0031835255,-0.017675193,-0.022828631,-0.0041807997
Rab7,0.013980143,0.021799268,-0.019826176,-0.03265365,-0.013542359
Glrb,0.023524893,0.024956068,-0.00042593607,-0.030619241,0.01330112
Lrp1,0.027850553,0.021503264,-0.012329485,0.00074354786,0.01975511
Ndufb9,0.02958427,-0.01796664,-0.009829073,0.00434252,0.024466075
Dnaja1,0.023366597,0.03321472,0.00012049488,-0.032286838,0.007389922
Ndufb2,0.023055153,0.017459717,-0.0294897,0.004429897,0.0003387578
Bin1,0.019333107,-0.008669185,-0.020011542,-0.01838114,-0.008223572
Wnk1,0.014055087,-0.0082017435,-0.016142204,-0.03699231,-0.01577196
Pabpc1,0.015291294,-0.04476511,-0.014647302,-0.007668022,0.035973035
Wbp2,0.020402025,0.002474949,-0.022278547,-0.014116983,-0.0075672837
Dhrs1,0.01358978,-0.004564299,-0.032808583,-0.005004077,0.006573039
Secisbp2l,0.02549873,0.027454285,0.006877784,-0.03213557,0.013389627
Phyhipl,0.0155174155,0.01979025,-0.014749675,-0.027758492,0.0039367033
Atp5o,0.018160824,-0.03290731,-0.01636019,-0.004730215,0.03282364
Rpl23a,0.016806975,-0.026319308,-0.011225515,-0.028039042,0.006009468
Dennd5a,0.030508785,-0.0033863545,7.476294e-06,-0.02123429,0.00077288056
Capza2,0.019906146,0.0070507703,0.0015933366,-0.044053264,0.001042988
Rpl13.ps3,0.013724328,0.01810995,-0.017700423,-0.023752466,0.008853773
Rps27a,0.02702436,-0.008711783,-0.009460308,-0.01133253,0.005812501
Calr,0.023092156,-0.005784478,-0.011533939,-0.019306686,-0.0006847347
Rps7,0.027037196,-0.0027564438,-0.004450216,-0.021365099,-0.00019972654
Csde1,0.03528749,-0.0063140113,0.0053559914,-0.02322375,-0.008329265
Atp1a1,0.006856161,-0.009328887,-0.035939354,-0.01520518,0.0004336444
Rpl36a,0.025352325,0.008594795,-0.0073505035,-0.025722336,-0.008197526
Epb41l3,0.018635545,-0.010136767,-0.018284759,0.009265673,0.05399239
Map1lc3b,0.014126332,-0.00310653,-0.008595061,-0.034621224,0.01396725
Tmbim6,0.018860206,0.0069376975,-0.01704515,-0.016665326,0.0042135967
Pkp4,0.025239203,-0.0066750627,-0.012450102,-0.006986366,0.012121446
Capns1,0.012521576,0.0058072153,-0.026772799,-0.022094566,-0.0077222907
Rpl6,0.014548603,-0.012033957,-0.018575348,-0.02556709,0.0012238895
Gnao1,0.018745203,0.012458525,-0.011764978,-0.0117787095,0.030986443
Ppp3r1,0.017257571,-0.007803375,-0.029074322,-0.0070962957,0.0018504951
Ptprd,0.027710982,-0.020390611,-0.0046945065,-0.011175418,0.013332407
Serbp1,0.018548323,-0.028602846,-0.018698482,-0.016016811,0.0015300125
Dst,0.008084701,-0.019105911,-0.033577856,-0.020574197,-0.0065949466
Efnb3,0.030160112,-0.0017995334,-0.0055296444,-0.012715442,0.0014553616
Ndufa6,0.030568842,0.0029073616,0.00074352033,-0.012200869,0.020235697
Zfr,0.015438806,-0.020072313,-0.017828066,-0.009652654,0.029305333
Anxa5,0.007931231,-0.01006424,-0.02856376,-0.020194637,0.006123844
Tyrobp,0.0040618237,-0.027558591,-0.033171915,-0.033269104,-0.020459402
Gstm1,0.013151295,-0.0005949533,-0.040194653,-0.00065107766,-0.0028354463
Gpx4,0.010245608,-0.018868232,-0.02575762,-0.015544512,0.017249746
Hsbp1,0.013513065,-0.010638117,-0.03305399,-0.0010395481,0.012938665
X6330403K07Rik,0.015265184,0.045001,-0.016913908,-0.029068222,0.002115746
Ermn,0.025124531,-0.009255918,-0.0029221312,-0.023462197,0.005253459
Hspa5,0.02493538,0.002169045,-0.013879453,-0.003227228,0.018605005
Pla2g7,0.021811629,0.01839608,-0.015599914,-0.019339308,-0.0034599192
Minos1,0.01329181,-0.014563039,-0.021358296,-0.020233836,0.00801687
Olfm1,0.024692673,-0.0069214907,-0.0011342459,-0.017129773,0.025286859
Fez1,0.026453441,0.009228209,0.0031736488,-0.026759682,0.011179358
Ubl3,0.026914299,0.001152499,-0.016775183,0.0020583766,0.015191748
Lgmn,0.017860321,0.01353921,-0.007127589,-0.035818513,-0.0017440949
Camk2g,0.026789114,-0.008398741,0.00083988794,-0.025771175,0.008886932
Eif5,0.027638992,0.0006219657,0.0032777742,-0.028473653,0.004951544
Sncb,0.008082047,0.033756692,-0.020714331,-0.046395518,-0.0141930515
Atp6v0c,0.028048284,0.014570901,0.006795756,-0.021048766,0.025824139
Matr3,0.009136496,-0.026350114,-0.02908041,-0.014989287,0.010898955
Mlc1,0.007486389,-0.011015556,-0.025445426,0.0010906329,0.056548793
Bend6,0.01352292,0.00046500386,-0.019440703,-0.019880049,0.0147049
Saraf,0.031849753,0.017483812,0.0068191993,-0.021515327,0.012175738
Ndufv2,0.021725161,0.002649254,-0.023079418,-0.0028943166,0.009056469
Itgb8,0.02742136,0.00028658533,-0.0030240014,-0.010336209,0.021932641
Aco2,0.026333826,0.0047231573,-0.005302842,-0.0224207,-0.0010668277
C1qb,0.0180428,-0.015729304,-0.0019370335,-0.030974701,0.014829999
Rpl19,0.015293644,-0.007613682,-0.01611012,-0.020175705,0.011955429
Gm10269,0.024118105,-0.0011876478,-0.008570174,-0.019134915,0.0034592012
Gm17511,0.01404908,0.002068672,-0.024919339,-0.022245398,-0.009122744
Rpl12,0.0069797747,-0.015288002,-0.0321387,-0.008827174,0.02206039
C3,0.021563541,-0.010269112,-0.012505317,-0.011121602,0.012407377
Snrpn,0.02729482,0.011803026,-0.0057118996,-0.009960687,0.019885171
Dnm1,0.00030478145,0.019156901,-0.03735146,-0.012450464,0.030461501
Spag9,0.02497334,-0.012859986,-0.02241624,-0.0037714965,-0.005313274
Selt,0.014633799,-0.01576241,-0.037015375,0.012091058,0.024106445
Sec11c,0.01730741,0.00079716195,-0.015414113,-0.021978559,0.0039984947
Abca2,0.02563408,0.0024075797,-0.0044840076,-0.022761412,0.00026861
Pacs2,0.023037465,-0.00077990204,-0.012488704,-0.010960501,0.011154923
C1qa,0.008119379,-0.046506096,-0.01999702,-0.02714094,0.010030091
Tuba1b,0.02166247,0.0010156685,-0.005702089,-0.026059499,0.008494539
Uqcr11,0.015078582,-0.016497035,-0.02130777,0.0005462132,0.04002289
Eif4h,0.009584923,-0.014528382,-0.017614372,-0.043788187,-0.013014777
Nfasc,0.019789852,-0.007522408,-0.014087802,-0.01931342,0.004366328
Cnbp,0.02521824,0.010712752,-0.016130984,-0.0043242266,0.008695065
Akr1a1,0.014459491,-0.007494628,-0.011542743,-0.022330608,0.02166314
Rpl34,0.014559192,-0.001848384,-0.023115247,-0.018629406,0.0020535248
Idh3b,0.0075812666,-0.00041839355,-0.039927963,-0.013916301,-0.007274894
X8.Sep,0.024691472,0.027976118,-0.0032999,-0.022216745,0.009980931
Sdha,0.019983124,0.02808116,0.0057116896,-0.0367901,0.022402452
Rpl9.ps6,0.018413266,0.012240213,-0.016850306,-0.012437304,0.016867183
Cyc1,0.0095726885,0.017698385,-0.01753715,-0.024085363,0.02559964
Spp1,0.015608211,-0.0068495926,-0.02495798,-0.018688649,-0.009386375
Camk2n2,0.020674385,0.020467937,-0.01429153,-0.01264595,0.016866514
Eif5a,0.022333212,0.00080432557,-0.01834142,-0.014878557,-0.008111018
Nudt4,0.023552693,0.012329567,-0.008074227,-0.013129059,0.018924203
Chmp4b,0.020032773,0.03526994,-0.00710156,-0.024385463,0.014779613
Trim2,0.02378825,-0.009859573,-0.004461804,-0.008857701,0.03577107
Psmb7,0.0043266634,-0.019240955,-0.034148365,-0.004577989,0.03295314
Cfl2,0.013332802,-0.0063127107,-0.028811833,-0.011974075,0.0059464946
Col1a2,0.0038863237,-0.009692158,-0.04116874,-0.02646254,-0.02773419
Ahnak,0.01634374,-0.011744624,-0.016552586,-0.021195114,-7.9777186e-05
Rps23,0.023646917,-0.015380282,-0.0058641876,-0.012994793,0.02372364
Tppp3,0.011810248,0.00634454,-0.022955518,-0.014307879,0.021603685
Oxct1,0.025480649,-0.01195393,-0.008947848,-0.018795297,-0.0034890766
Maged1,0.013760111,0.0022389512,-0.02626209,-0.019512584,-0.004400307
Vapa,0.019039055,-8.753708e-06,-0.009762108,-0.023227546,0.011133295
Gltp,0.019141443,0.020562138,-0.019553855,-0.015888661,-0.0016373121
Cbx6,0.020365864,-0.0013145148,-0.0147122545,-0.019754745,-0.00057684246
Endod1,0.012247075,0.011368785,-0.016388526,-0.030377258,0.006705724
Rnf11,0.0132459495,0.0042008716,-0.036873143,-0.013945847,-0.01885118
Reep5,0.020909918,0.017136695,-0.013676237,-0.024944458,-0.0102439355
Nfic,0.006929109,-0.008959561,-0.045070376,0.0014536208,0.009428677
Trp53inp2,0.01783823,0.0006980888,-0.0053187115,-0.034081724,0.005269313
Gpx1,0.014570865,0.01063919,-0.030162714,0.0053103827,0.029258065
Tprgl,0.0042849393,-0.0025582362,-0.034045618,-0.019839618,0.007886025
Atp6v0b,0.022865692,-0.02763841,-0.019751519,0.0027090237,0.02150431
Napb,0.017992998,0.008363187,-0.02069548,-0.027354708,-0.017766504
Gas5,0.02392434,-0.008189365,-0.0074891686,-0.009854597,0.024386683
Slc12a2,0.01574181,-0.0045357333,-0.0230084,-0.024293609,-0.015648777
Ntrk2,0.022113983,-0.00836097,-0.0027869216,-0.029778514,0.004221706
Kcna1,0.02687958,0.006219326,-0.008541358,-0.013162701,0.0040550884
Clip3,0.01488761,0.0013262585,-0.02252837,-0.023636477,-0.0053168507
Tceb2,0.013421886,0.023166476,-0.022053855,-0.028790837,-0.009384748
Rbfox1,0.012848226,0.0040253815,-0.019378934,-0.026956879,0.0023259583
Prdx2,0.005257623,-0.026326163,-0.040816884,0.004265348,0.03103481
Eno2,0.010015091,0.053408988,-0.008083388,-0.04643569,0.008415038
Tmsb10,0.010337152,-0.017876491,-0.01922247,-0.019069724,0.02578014
Gprc5b,0.017557248,-0.012543455,-0.030145695,0.007495786,0.020909183
Ids,0.011719882,-0.010063343,-0.03134595,-0.008849879,0.009126815
Clic4,0.019491477,0.008013338,-0.018708823,-0.012571754,0.0060833613
Myl6,0.011473867,-0.0074211736,-0.01641963,-0.027153865,0.011494869
Npc2,0.01603074,0.009436651,-0.0033800486,-0.039001845,0.007849458
Rabac1,0.014176775,-0.0034716544,-0.023069145,-0.015823063,0.007026324
Acsbg1,0.011332171,0.010742051,-0.01742584,-0.027570168,0.0127680255
Etnk1,0.020946091,0.011973519,-0.016214462,-0.012742289,0.009342697
Map7d2,0.010146145,0.016943712,-0.026566327,-0.025816744,-0.00072289916
Zeb2,0.017801983,0.00023830458,-0.025334502,-0.011064072,-0.0037586926
Mpc2,0.022584358,-0.008935425,-0.007272333,-0.015414876,0.020510199
Rap1gds1,0.028898546,0.009295419,-0.0014452711,-0.0120455,0.019334758
Ctsl,0.0120486375,-0.017225433,-0.01302721,-0.026474832,0.020165972
Ndufa13,0.020232856,0.007841322,0.0017791127,-0.028818207,0.024089398
Nat8l,0.010034501,0.010195395,-0.021875942,-0.027587209,0.007980063
Ncdn,0.020502048,0.030078681,-0.009775429,-0.032124486,-0.0062208776
Rnf187,0.021760503,0.011780675,-0.008933962,-0.015993182,0.018115478
Emc10,0.026615957,-0.008210008,-0.0002356709,-0.012638417,0.027218506
Vdac1,0.016823744,3.3693374e-05,-0.019408746,-0.014242266,0.0111473035
Vdac2,0.020725766,-0.01254455,-0.018807277,-0.0022593618,0.020609953
Camta1,0.015132625,-0.010717586,-0.016866688,-0.010002992,0.032641973
Map7d1,0.043664534,-0.016011339,0.008542605,-0.00571454,0.0010801223
Fkbp1a,0.013181583,-0.0036311937,-0.024637364,-0.027924525,-0.01685114
Rpl22,0.009681858,0.0018712798,-0.020402227,-0.031816516,0.0005848256
Rps18,0.014302788,-4.6121033e-05,-0.02170995,-0.026213784,-0.008828493
Edil3,0.0043378044,-0.008579401,-0.024525078,-0.030190768,0.011568372
Acsl6,0.014423018,0.010369226,-0.02216136,-0.019241491,0.0050889826
Rps3a1,0.020949451,0.027277896,-0.017836932,-0.011965325,0.007515818
Ndrg3,0.010853449,-0.018186538,-0.02493879,-0.0052640024,0.034933973
Slc44a1,0.02697877,-0.011924659,-0.014503052,0.003095953,0.015313089
Rab1a,0.00654196,-0.012910213,-0.030947201,-0.0039578294,0.037823103
Rpl18a,0.005442668,-0.01489882,-0.027644577,-0.028257202,0.0041290247
Uqcrc1,0.02132,0.013764128,-0.013330803,-0.01902042,0.0016388749
Timm8b,0.020152451,0.01145028,0.00053034973,-0.0316008,0.018202549
Pip4k2a,0.0320579,-0.004693292,0.0066190464,-0.02122103,0.011077054
Ndufb5,0.015763227,-0.027511101,-0.014052154,-0.009095637,0.036874823
Mdh2,0.0223706,-0.009328918,-0.011387431,-0.008602535,0.022187416
Mlf2,0.01801553,0.0040635425,-0.009159918,-0.021671971,0.019119702
Son,0.024788551,0.017369946,0.008530534,-0.02426713,0.034357462
Rcn2,0.017783618,0.0094656795,-0.01119994,-0.033969626,-0.007951882
X4.Sep,0.022661969,0.0045463936,-0.013885415,-0.01327184,0.0051662503
Ube2r2,0.019288318,-0.017573839,-0.0076244846,-0.006246423,0.044321097
Fgfr3,0.01734128,-0.0046436936,-0.008707866,-0.017368557,0.031055083
Mff,0.015744137,-0.000108049426,-0.019802572,-0.008033415,0.02669604
Mid1ip1,0.017173314,0.0024693024,-0.015738111,-0.0150801195,0.016700285
Csnk1a1,0.015322702,-0.004371358,-0.029103257,0.0010532673,0.01951003
Mat2a,0.017208122,0.00075611955,-0.012569823,-0.031260848,-0.0038093638
Ptp4a2,0.02583637,-0.008725182,-0.003981277,-0.02207616,0.0025695513
Paip2,0.017746158,0.02326371,-0.017458724,-0.020267986,0.0009232126
Vamp2,0.011666104,0.008484193,-0.020600539,-0.02312865,0.011295388
G3bp2,0.01734237,-0.0027674192,-0.023293754,-0.0013340132,0.023742568
Rpl26,0.013366842,0.0069038533,-0.02034485,-0.024030916,0.0026737899
Myl12b,0.016264994,-0.0071500572,-0.017698204,-0.013381662,0.019512199
Mtpn,0.015524673,-0.022275716,-0.011377514,-0.014364851,0.033145063
Ubqln2,0.014151252,-0.008650345,-0.018097913,-0.009764348,0.032175414
Cox7a2l,0.0144940475,-0.02633252,-0.029130816,-0.013280448,-0.0056344126
Eif4a1,0.016719654,-0.0026961798,-0.012275522,-0.02872002,0.00079096033
Impact,0.020350004,0.010408542,-0.014007901,-0.02578427,-0.007907283
Tmem59,0.014805941,0.028562715,-0.014304219,-0.030120363,0.0039775246
Nfia,0.016216641,-0.026399968,-0.0072028134,-0.027500428,0.015201938
Ctbp1,0.0071580764,0.0022511233,-0.026974643,-0.011630577,0.031500395
Atp6ap2,0.011943416,-0.012024501,-0.030526416,-0.019569809,-0.009854967
Ttll7,0.033291202,0.011088491,0.0122493245,-0.023489153,0.015904864
Sypl,0.019027006,0.005870002,-0.011361891,-0.027376147,-0.0018940521
Gna12,0.019399172,0.0025047048,-0.0041452055,-0.034168646,0.0006075213
Acsl3,0.018777248,0.019563306,-0.010403764,-0.030405898,-0.0041847313
BC005537,0.02616801,0.0060583963,-0.008111572,-0.006459751,0.020405883
Rpl22l1,0.0059170127,-0.011282773,-0.015264286,-0.016620453,0.055838283
Cox5b,0.006828016,-0.02358686,-0.018796107,-0.028902171,0.01890429
Rhoa,0.013652502,-0.009756056,-0.020702818,-0.0040973206,0.035169538
Rpl36,0.022617392,0.005393447,-0.007679469,-0.03019079,-0.011062617
Dazap2,0.015097252,-0.029471232,-0.020128084,-0.0153231155,0.009591782
Hprt,0.013819849,0.003920946,-0.028368928,-0.0026037185,0.021002354
Slc6a11,0.026332222,0.0042385613,-0.003912944,-0.019423597,0.0074008196
Chpt1,0.008880284,-0.011565109,-0.041327834,-0.00027924633,0.0064599016
Arf1,0.02612329,-0.0077571585,0.0010358086,-0.023388335,0.011888298
Sptan1,0.010131111,-0.023571687,-0.03131165,-0.0031285207,0.022968672
Actr2,0.028040538,-0.0049085924,-0.009512352,-0.00952496,0.005701622
Slc6a5,0.026719283,0.027086642,-0.0008114863,-0.013240239,0.028223418
Htra1,0.018805128,-0.0027379396,-0.016728096,-0.019121516,0.001041721
Sv2a,0.005985375,-0.00026787407,-0.012728096,-0.025407966,0.044701815
Nckap1,0.018329293,-0.0015832699,-0.019786306,-0.021777181,-0.008993209
Mbnl1,0.026334608,0.0006439306,-0.0056596166,-0.01780523,0.0047515095
Spock2,0.01801025,0.0066163726,0.00768137,-0.03682951,0.033402804
Plpp3,0.026703468,-0.009136319,-0.014544701,-0.0013153873,0.00787377
Tppp,0.019151943,-0.008605122,-0.020798199,-0.010493074,0.004410832
X1700020I14Rik,0.018683683,-0.01685995,-0.0140771745,-0.018181903,0.008815983
Col1a1,0.0138339065,-0.012007975,-0.03046349,-0.017590176,-0.017946502
Pebp1,0.004632852,-0.015031255,-0.008428269,-0.04625737,0.019195398
Nfe2l1,0.0100340685,1.013448e-05,-0.011293071,-0.018932134,0.046920188
Lamp2,0.0033781372,-0.018210033,-0.032130547,-0.01185404,0.028311184
Ybx1,0.015768142,-0.0044662273,-0.026629642,-0.006822576,0.0061938185
Atxn10,0.014943558,-0.010161723,-0.0053127115,-0.013105513,0.055271994
Atp1b3,0.012749328,0.011960803,-0.012339366,-0.035365414,0.0029730126
Psmb1,0.008089074,-0.0042374423,-0.014465751,-0.021268828,0.039696906
Rpl24,0.020052783,-0.00442569,-0.0057195136,-0.027162774,0.008032443
Gm10175,0.022856431,-0.019906038,-0.008113527,-0.023449741,-0.0019440325
Ndufb6,0.009358075,-0.0064640907,-0.0022659218,-0.043976896,0.025154028
Sqstm1,0.018287797,0.0046041477,-0.034902673,-0.005057199,-0.017037433
A2m,0.016686553,0.008536085,-0.017725274,-0.013466091,0.014037553
Macf1,0.024081374,0.0021160382,-0.015966259,-0.011696841,-0.0031726202
Cyfip2,0.010165718,0.0544655,0.004857355,-0.073636755,-0.010811375
Dynlrb1,-0.00010879673,0.0025779896,-0.02157814,-0.043097243,0.010317881
Hnrnpa0,0.012223545,-0.016995404,-0.010372446,-0.015329695,0.047624443
Tmed7,0.02490532,-0.00044190427,0.00399388,-0.024315525,0.020974085
Rps10.ps1,0.016639035,-0.024628839,-0.014850986,-0.012292126,0.02022767
Acly,0.018832738,0.010393001,-0.018964838,-0.005318031,0.019558953
Idh3a,0.019245176,0.0039976523,-0.010866408,-0.016910248,0.021491496
Add1,0.007994205,0.00067052536,-0.020217067,-0.032161564,0.004082938
Igfbp5,0.007979777,-0.017672751,-0.040066786,-0.0010933491,0.009339917
Capzb,0.021400465,-0.002039018,-0.026192611,-0.0011066324,-0.0017928814
Pcp4l1,0.019574266,0.004529746,-0.0016591109,-0.030125437,0.01694254
Cmip,0.016027026,0.00030924822,-0.030510232,-0.0048561413,0.00068743946
Lxn,0.023858381,-0.016003774,-0.010247127,-0.011002248,0.010544271
Ppp1ca,0.013691662,-0.044480402,-0.023108993,-0.0013732696,0.032165132
Pfdn5,0.0051544844,-0.03314078,-0.036549952,-0.009859946,0.01506349
Nars,0.010627258,0.018213993,0.0022961732,-0.04999207,0.021763166
Gprasp1,0.014928281,0.0054169553,-0.016567715,-0.018743662,0.015872348
Celf4,0.01744072,0.016045664,-0.018501682,-0.018598372,0.0052928883
Id2,0.0043814434,-0.00045525198,-0.032653213,-0.015605755,0.017671783
Timp3,0.009175645,-0.0010204788,-0.029730694,-0.014710716,0.007935918
Arpc2,0.008441122,-0.035823543,-0.032289054,-0.0028141628,0.025340272
Ctsz,0.00877112,-0.0075501534,-0.02997823,-0.01979509,-0.0018502604
Arhgdia,0.009030296,-0.005058412,-0.03088112,-0.013985918,0.006142787
Pafah1b2,0.026216565,0.0034410097,-0.008038087,-0.007851137,0.017432181
Rab14,0.019725492,-0.010812401,-0.026653437,-0.0042885775,-0.00031570016
Scn1b,0.01452053,0.06972944,-0.00084650755,-0.06466465,-0.023435319
Rpl30,0.021322886,0.003920768,-0.02509903,0.00092585874,0.009357134
Ppt1,0.009878898,-0.0047224574,-0.037526745,-0.017430706,-0.017377261
Atp5h,0.017272849,-0.0091487495,-0.0054836725,-0.026773788,0.02105389
Zcchc18,0.018924223,-0.0006877697,-0.012797652,-0.023239508,0.003755828
Rufy3,0.015811231,-0.0041609644,-0.020989569,-0.016083412,0.0055622985
LOC102641600,0.012919308,-0.020350447,-0.015631687,-0.033855576,-0.0039398586
Snap91,0.026177837,0.018530574,0.0025658566,-0.018265046,0.030162686
Gng3,0.024942618,0.020154081,-0.013781263,-0.0020009433,0.022139959
Mllt11,0.011679319,0.00831267,-0.014713956,-0.03440707,0.004626944
Arpc1a,0.010062761,-0.009318938,-0.014499115,-0.02072551,0.03361114
Gstp1,0.025825428,-0.015954329,-0.022056485,-0.012436424,-0.026873143
Dusp3,0.021043107,0.0065887854,-0.015457132,-0.012112561,0.008541476
Mif,0.019404257,-0.0121681625,-0.006928431,-0.0107556395,0.038697734
Klk6,0.009902974,-0.008200076,-0.028405942,-0.013194553,0.010593149
Hsph1,0.009693967,-0.014892018,-0.022752501,-0.0012543427,0.05088046
Tgoln1,0.021855347,-0.009109408,-0.0037679237,-0.020767322,0.017125294
Degs1,0.014499109,-0.005475756,-0.015041096,-0.015202625,0.026131086
Srp14,0.024726536,0.011588184,-0.014651717,-0.007346304,0.0073359367
Uqcc2,0.014132809,-0.008991557,-0.017594993,-0.02421299,0.0055610524
Eif3f,0.0071592163,-0.031259973,-0.029837167,-0.012290225,0.017891172
Hspa9,0.007165504,0.011844131,-0.014417587,-0.03748052,0.013810364
Mtch1,0.015172369,0.011743181,-0.012986389,-0.01946189,0.022779657
Nrxn1,0.0061345645,1.9217234e-05,-0.016025508,-0.031237846,0.02499391
Gabbr1,0.018862251,0.007024537,-0.02062046,-0.002940187,0.021277523
Eif1ax,0.016876072,0.016807018,-0.016050862,-0.024872845,-0.001840374
Peg3,0.019071182,0.00022457683,-0.01145073,-0.025573272,0.0023739112
Gnb2,0.03487055,0.008560072,0.0015639246,-0.0048306296,0.015544731
Hcn2,0.021666849,-0.006981584,0.0010841191,-0.023853546,0.026696088
Fam168a,0.02329046,0.0033050445,-0.0037362922,-0.018549994,0.017848255
Ndufa7,0.016095141,-0.052264962,-0.020690126,0.013567495,0.057999194
Tmem47,0.019212432,0.009167016,-0.0179019,-0.019231735,-0.0041019428
Clta,0.018001836,-0.020425355,0.0062316135,-0.03800895,0.024180498
Fasn,0.021568667,-0.020498658,-0.0048643732,-0.02174969,0.015388285
Ramp1,0.015463939,-0.018999174,-0.016941193,-0.014695614,0.016297897
Slc12a5,0.0176363,0.06544602,0.008076382,-0.0421569,0.03337263
Eps15,0.019283976,-0.009873978,0.0008668465,-0.025127718,0.03240864
Laptm4b,0.0026524786,-0.017394543,-0.03900949,-0.015262139,0.007066656
Cycs,0.008020394,-0.009325021,-0.02775217,-0.022149177,0.007063754
Rpl10a,0.014644389,-0.018783491,-0.013580852,-0.021929951,0.015144547
Eef1g,0.016769288,0.016038967,-0.015415918,-0.019830197,0.00979379
Lgals1,0.019635675,-0.0014081808,-0.014752947,-0.0138359,0.009761137
Snx3,0.01680015,0.029149408,-0.006577113,-0.030054333,0.015871497
Uqcrb,0.011842298,-0.028587136,-0.014736155,-0.010296121,0.045876354
Ube2m,0.012493696,-0.022820113,-0.019967036,-0.022315603,0.008547426
Dstn,0.017752703,-0.030479379,-0.026958335,0.0069579636,0.02568537
St13,0.021073174,0.00076550414,-0.011108082,-0.013881614,0.01627373
Ptms,0.013263611,-0.013573542,-0.020051565,-0.008243458,0.03193808
Cers2,0.004780649,-0.020291984,-0.021637626,-0.025853781,0.021507999
C1qc,0.009014222,-0.030789014,-0.035138205,-0.007263431,0.0054443493
Mapk8ip1,0.020391759,0.013525742,-0.015145417,-0.018852312,-0.00013804229
Eef1b2,0.023198409,-0.009761571,-0.012863951,-0.018789064,-0.0063120318
Araf,0.009941957,-0.0041220477,-0.025210962,-0.014598871,0.020112894
Dzank1,0.012223786,0.012108407,-0.018653482,-0.027341126,0.006268086
Rph3a,0.020414596,0.019171013,-0.014403102,-0.019332781,0.0014072389
Sez6,0.010997382,0.007830342,-0.025294766,-0.026024709,-0.0077623306
Zfp706,0.013336306,0.0069720848,-0.02446925,-0.015651254,0.0063947956
Vmp1,0.013388533,0.0063470146,-0.01261694,-0.035371583,-0.00016920744
Hspa4l,0.010081416,0.0025852968,-0.038315956,-0.0047922987,0.0044670454
Nucks1,0.01792863,0.008591176,-0.02006392,-0.017552711,-0.0029765544
X__ambiguous.Pcdhgb2.Pcdhgb7.Pcdhga7.Pcdhgb4.PCDHGB6.PCDHGB6.Pcdhga4.Pcdhga1.Pcdhgb1.Pcdhgb6.Pcdhgb5.Pcdhga6.PCDHGC5.Pcdhga2.PCDHGA12.Pcdhga5.Pcdhga10.PCDHGA9.PCDHGB6.PCDHGB6.Pcdhgc4,0.0034830263,-0.007697923,-0.025420198,-0.028825685,0.013877276
Slain1,0.02025844,-0.020395886,-0.012304547,-0.015063756,0.013134299
Rnf7,0.011958037,-0.0033379237,-0.0144290775,-0.020960186,0.027063131
Thra,0.016340448,-0.016960708,-0.017024636,-0.011082537,0.021596245
Ube2d3,0.013032085,-0.01034983,-0.03656532,-0.010897254,-0.014706067
Ctsa,0.019506212,-0.01032953,-0.010988116,-0.023808163,3.3618584e-05
Mapk1,0.016706053,-0.0012028912,-0.011151547,-0.017309854,0.025398038
Gabarapl2,0.025042064,-0.02925995,0.0061925356,-0.00451159,0.062181838
Stx1b,0.012203226,0.016003849,-0.023903364,-0.009740633,0.026190603
Fkbp3,0.013322899,-0.020620264,-0.018074289,-0.029458558,-0.005103312
Ptges3,0.01529626,-0.014840436,-0.0063077905,-0.025693279,0.025075475
Map1lc3a,0.015054515,-0.011543193,-0.02544704,-0.010526873,0.00907731
Kif5c,0.014082794,-0.004011913,-0.0071357777,-0.037008233,0.007900137
Ddx3x,0.018017631,-0.010477536,-0.012936188,-0.018768443,0.01159267
Dclk1,0.0042973417,0.014423595,-0.026012525,-0.027735215,0.01343557
Gm5428,0.0062962766,-0.024911528,-0.031645376,-0.04455831,-0.0443191
Pgk1,0.027673908,-0.015323649,0.0050770687,-0.0213006,0.019627351
Fgf1,0.01593211,-0.023052447,-0.017285744,-0.0029549736,0.03799906
Tm9sf3,0.014771344,0.0008441253,-0.0062711323,-0.029875666,0.021846356
Paqr8,0.018202644,-0.002608585,-0.0022099172,-0.025393955,0.02726512
Hnrnpu,0.0149315875,-0.0020078786,-0.02685101,-0.0025082515,0.020090131
Uhmk1,0.014509574,0.008573911,-0.008922689,-0.026294194,0.021652361
Dnaja2,0.016137853,-0.0039842576,-0.015460273,-0.01638185,0.01773014
Pcbp1,0.0048789713,-0.015021289,-0.043905236,0.013365083,0.04177234
Smdt1,0.016312059,0.0048847036,-0.0005180369,-0.041089833,0.008847025
Npm1,0.01551105,0.026559824,-0.017492928,-0.024434574,0.0026425375
Ccnd1,0.0007225767,-0.04788154,-0.035364028,-0.009057515,0.02892406
