,0,1,2,3,4
PSMB4,0.004644685,-0.01458414,0.0039327377,-0.0023810826,0.032550167
SSFA2,-0.0063643083,-0.026610775,-0.0124196885,0.00032261733,0.029559026
SRP9,0.009343337,-0.030440426,-0.012435702,-0.0048520183,0.013220602
DEGS2,-0.0037184104,-0.03743416,-0.017612243,0.0037687186,0.01997358
NDUFB10,0.0049005277,-0.031583894,0.0042598974,-0.001256178,0.018088479
MUCL1,0.0063802395,-0.018567618,-0.006141525,-0.0070199324,0.024184573
KRT10,0.004513257,-0.03591376,-0.016841028,0.0072624036,0.017900344
FIS1,0.009277303,-0.028549641,-0.016314998,-0.0014288829,0.016271003
ERBB2,0.008783041,-0.012104117,-0.013916015,-0.002162725,0.030976536
ZFP36L1,-0.0018167226,-0.032933544,-0.02182216,-0.0058735535,0.016057506
TXNDC17,0.0010326094,-0.04118373,-0.023662554,0.0020980542,0.012254193
PRDX5,0.0031073513,-0.027210424,-0.012346454,-0.008183807,0.01754058
RABAC1,0.005085854,-0.035842836,-0.03234015,0.0033638866,0.014679522
HLA-DRA,0.015101751,-0.037270207,-0.019629495,0.0073915515,0.010491104
PRDX2,-0.0029197189,-0.039445195,-0.016675819,0.004685108,0.01860487
CLDN7,0.01758103,-0.028302768,-0.004046693,0.0064419294,0.017532837
TMEM258,0.010420276,-0.037932545,-0.020550305,0.0052117263,0.011392446
DHCR24,0.0055673853,-0.014090589,-0.013137247,-0.022741824,0.018162498
